,TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv,mask,Time
33,1,2,05:30,8.16,-1.19,21.95,34.09,45.93,1.0,1.0,1.0,0.0,909.28,1,2023-01-02 05:30:00
34,1,2,05:40,7.11,-2.4,21.83,34.16,45.93,1.0,1.0,1.0,0.0,665.95,1,2023-01-02 05:40:00
35,1,2,05:50,8.92,-0.09,21.8,34.25,49.28,1.0,1.0,1.0,0.0,1101.66,1,2023-01-02 05:50:00
36,1,2,06:00,9.43,-3.2,21.77,34.21,53.52,1.0,1.0,1.0,0.0,1221.32,1,2023-01-02 06:00:00
37,1,2,06:10,8.37,-3.61,21.65,34.15,53.52,1.0,1.0,1.0,0.0,991.42,1,2023-01-02 06:10:00
38,1,2,06:20,8.09,1.47,21.52,34.29,53.52,1.0,1.0,1.0,0.0,890.14,1,2023-01-02 06:20:00
39,1,2,06:30,7.13,-1.78,21.49,34.31,53.52,1.0,1.0,1.0,0.0,669.19,1,2023-01-02 06:30:00
40,1,2,06:40,6.55,-2.64,21.4,34.29,53.52,1.0,1.0,1.0,0.0,544.97,1,2023-01-02 06:40:00
41,1,2,06:50,6.53,-3.3,21.3,33.97,48.36,1.0,1.0,1.0,0.0,528.78,1,2023-01-02 06:50:00
42,1,2,07:00,6.41,-2.52,21.18,33.9,40.26,1.0,1.0,1.0,0.0,510.23,1,2023-01-02 07:00:00
43,1,2,07:10,6.87,3.32,21.14,33.7,38.37,1.0,1.0,1.0,0.0,575.25,1,2023-01-02 07:10:00
44,1,2,07:20,7.36,2.44,21.1,33.61,38.37,1.0,1.0,1.0,0.0,668.75,1,2023-01-02 07:20:00
45,1,2,07:30,6.99,-1.8,21.1,33.41,38.36,1.0,1.0,1.0,0.0,599.83,1,2023-01-02 07:30:00
46,1,2,07:40,7.0,2.16,21.12,33.4,38.34,1.0,1.0,1.0,0.0,628.76,1,2023-01-02 07:40:00
47,1,2,07:50,7.02,-0.96,21.2,33.32,45.79,1.0,1.0,1.0,0.0,607.04,1,2023-01-02 07:50:00
48,1,2,08:00,6.26,-4.24,21.2,33.04,45.93,1.0,1.0,1.0,0.0,459.41,1,2023-01-02 08:00:00
49,1,2,08:10,6.17,-0.52,21.2,33.02,45.93,1.0,1.0,1.0,0.0,479.75,1,2023-01-02 08:10:00
50,1,2,08:20,6.74,-2.08,21.2,32.91,43.31,1.0,1.0,1.0,0.0,588.23,1,2023-01-02 08:20:00
51,1,2,08:30,6.25,1.47,21.2,32.89,38.37,1.0,1.0,1.0,0.0,508.4,1,2023-01-02 08:30:00
52,1,2,08:40,5.67,0.66,21.27,32.5,42.65,0.99,0.99,0.99,0.0,415.24,1,2023-01-02 08:40:00
53,1,2,08:50,6.25,-1.86,21.38,32.77,45.93,1.0,1.0,1.0,0.0,520.28,1,2023-01-02 08:50:00
54,1,2,09:00,7.29,-0.91,21.58,32.91,45.93,1.0,1.0,1.0,0.0,739.19,1,2023-01-02 09:00:00
55,1,2,09:10,7.45,1.63,21.84,33.26,44.16,1.0,1.0,1.0,0.0,780.93,1,2023-01-02 09:10:00
56,1,2,09:20,6.02,0.02,22.19,33.48,47.31,1.0,1.0,1.0,0.0,503.57,1,2023-01-02 09:20:00
57,1,2,09:30,5.72,0.39,22.49,33.55,51.96,0.99,0.99,0.99,0.0,413.41,1,2023-01-02 09:30:00
58,1,2,09:40,6.92,1.34,22.84,33.8,53.52,1.0,1.0,1.0,0.0,681.11,1,2023-01-02 09:40:00
59,1,2,09:50,6.63,1.91,23.24,34.13,54.09,1.0,1.0,1.0,0.0,585.26,1,2023-01-02 09:50:00
60,1,2,10:00,6.58,0.93,23.7,34.45,65.81,1.0,1.0,1.0,0.0,586.23,1,2023-01-02 10:00:00
61,1,2,10:10,6.32,-0.97,24.16,34.81,58.67,1.0,1.0,1.0,0.0,544.03,1,2023-01-02 10:10:00
62,1,2,10:20,6.68,0.54,24.58,35.07,56.54,1.0,1.0,1.0,0.0,593.99,1,2023-01-02 10:20:00
63,1,2,10:30,6.34,0.16,24.93,35.35,61.4,1.0,1.0,1.0,0.0,525.69,1,2023-01-02 10:30:00
64,1,2,10:40,6.61,0.05,25.21,35.55,60.75,1.0,1.0,1.0,0.0,591.37,1,2023-01-02 10:40:00
65,1,2,10:50,5.84,-2.61,25.66,35.82,53.14,0.99,0.99,0.99,0.0,444.78,1,2023-01-02 10:50:00
66,1,2,11:00,5.69,0.65,26.16,36.12,36.34,0.99,0.99,0.99,0.0,403.78,1,2023-01-02 11:00:00
67,1,2,11:10,6.65,-1.11,26.53,36.41,42.34,1.0,1.0,1.0,0.0,610.56,1,2023-01-02 11:10:00
68,1,2,11:20,6.89,-0.46,26.86,36.7,42.26,1.0,1.0,1.0,0.0,679.71,1,2023-01-02 11:20:00
69,1,2,11:30,6.57,-1.69,27.04,36.83,46.13,1.0,1.0,1.0,0.0,595.79,1,2023-01-02 11:30:00
70,1,2,11:40,4.78,-2.81,27.28,37.04,33.08,0.99,0.99,0.99,0.0,324.17,1,2023-01-02 11:40:00
71,1,2,11:50,6.11,4.98,27.81,37.41,47.49,0.99,0.99,0.99,0.0,521.14,1,2023-01-02 11:50:00
72,1,2,12:00,6.99,2.71,28.0,37.8,60.02,1.0,1.0,1.0,0.0,695.46,1,2023-01-02 12:00:00
73,1,2,12:10,6.62,-1.53,28.1,37.88,44.28,1.0,1.0,1.0,0.0,626.66,1,2023-01-02 12:10:00
74,1,2,12:20,5.15,0.41,28.4,38.06,33.17,0.99,0.99,0.99,0.0,336.53,1,2023-01-02 12:20:00
75,1,2,12:30,5.96,4.46,28.67,38.34,57.65,1.0,1.0,1.0,0.0,496.99,1,2023-01-02 12:30:00
76,1,2,12:40,5.7,0.76,28.78,38.51,61.12,1.0,1.0,1.0,0.0,454.79,1,2023-01-02 12:40:00
77,1,2,12:50,5.12,0.17,28.98,38.58,45.71,0.99,0.99,0.99,0.0,366.22,1,2023-01-02 12:50:00
78,1,2,13:00,5.14,0.84,29.23,38.76,65.57,0.99,0.99,0.99,0.0,356.94,1,2023-01-02 13:00:00
79,1,2,13:10,5.09,-0.88,29.34,38.79,62.63,0.99,0.99,0.99,0.0,359.28,1,2023-01-02 13:10:00
80,1,2,13:20,4.25,1.15,29.52,38.74,67.36,0.99,0.99,0.99,0.0,242.12,1,2023-01-02 13:20:00
81,1,2,13:30,4.85,-1.95,29.71,38.82,65.78,0.99,0.99,0.99,0.0,334.4,1,2023-01-02 13:30:00
82,1,2,13:40,5.21,-1.22,29.84,39.03,54.63,0.99,0.99,0.99,0.0,370.0,1,2023-01-02 13:40:00
83,1,2,13:50,4.49,-0.63,29.98,39.04,45.09,0.99,0.99,0.99,0.0,235.8,1,2023-01-02 13:50:00
84,1,2,14:00,4.02,0.25,30.14,39.28,86.02,0.99,0.99,0.99,0.0,199.23,1,2023-01-02 14:00:00
85,1,2,14:10,6.15,-2.86,30.22,39.38,63.97,1.0,1.0,1.0,0.0,530.77,1,2023-01-02 14:10:00
86,1,2,14:20,3.6,0.22,30.32,39.41,65.05,0.99,0.99,0.99,0.0,194.12,1,2023-01-02 14:20:00
87,1,2,14:30,3.7,-2.81,30.5,39.46,73.78,0.99,0.99,0.99,0.0,173.6,1,2023-01-02 14:30:00
88,1,2,14:40,5.14,1.2,30.83,39.65,78.98,1.02,1.02,1.02,0.0,254.27,1,2023-01-02 14:40:00
89,1,2,14:50,4.47,2.28,30.95,40.07,53.49,1.25,1.25,1.25,0.0,119.92,1,2023-01-02 14:50:00
90,1,2,15:00,6.3,-4.52,30.95,39.69,74.85,1.0,1.0,1.0,0.0,529.58,1,2023-01-02 15:00:00
91,1,2,15:10,4.19,3.47,31.03,39.47,58.22,0.99,0.99,0.99,0.0,222.68,1,2023-01-02 15:10:00
92,1,2,15:20,2.99,-0.47,31.33,39.71,47.02,0.99,0.99,0.99,0.0,117.74,1,2023-01-02 15:20:00
93,1,2,15:30,3.81,2.65,31.54,40.06,69.86,1.01,1.01,1.01,0.0,143.08,1,2023-01-02 15:30:00
94,1,2,15:40,4.0,-5.93,31.67,40.23,72.93,0.99,0.99,0.99,0.0,177.29,1,2023-01-02 15:40:00
95,1,2,15:50,3.18,6.45,31.77,40.32,59.83,0.99,0.99,0.99,0.0,141.13,1,2023-01-02 15:50:00
96,1,2,16:00,3.89,2.74,31.9,40.38,94.17,0.99,0.99,0.99,0.0,202.17,1,2023-01-02 16:00:00
97,1,2,16:10,5.32,-4.75,31.99,40.49,64.24,0.99,0.99,0.99,0.0,378.31,1,2023-01-02 16:10:00
98,1,2,16:20,4.39,0.82,32.1,40.37,75.21,0.99,0.99,0.99,0.0,245.39,1,2023-01-02 16:20:00
99,1,2,16:30,5.19,0.04,32.08,40.44,73.62,0.99,0.99,0.99,0.0,359.13,1,2023-01-02 16:30:00
100,1,2,16:40,3.15,4.01,32.09,40.39,66.15,0.99,0.99,0.99,0.0,136.85,1,2023-01-02 16:40:00
101,1,2,16:50,3.9,1.39,32.25,40.5,106.05,0.99,0.99,0.99,0.0,186.49,1,2023-01-02 16:50:00
102,1,2,17:00,4.63,1.03,32.36,40.6,94.6,0.99,0.99,0.99,0.0,310.83,1,2023-01-02 17:00:00
103,1,2,17:10,4.2,-0.58,32.42,40.61,95.64,0.99,0.99,0.99,0.0,218.91,1,2023-01-02 17:10:00
104,1,2,17:20,4.64,1.36,32.49,40.48,110.16,0.99,0.99,0.99,0.0,272.04,1,2023-01-02 17:20:00
105,1,2,17:30,4.74,-1.79,32.47,40.52,89.1,0.99,0.99,0.99,0.0,247.88,1,2023-01-02 17:30:00
106,1,2,17:40,4.59,3.33,32.61,40.52,99.99,0.99,0.99,0.99,0.0,297.63,1,2023-01-02 17:40:00
107,1,2,17:50,5.17,-0.26,32.54,40.62,94.87,0.99,0.99,0.99,0.0,328.26,1,2023-01-02 17:50:00
108,1,2,18:00,4.39,-3.98,32.62,40.43,99.25,0.99,0.99,0.99,0.0,214.36,1,2023-01-02 18:00:00
109,1,2,18:10,3.95,2.18,32.68,40.59,88.82,0.99,0.99,0.99,0.0,175.94,1,2023-01-02 18:10:00
110,1,2,18:20,3.62,3.9,32.63,40.6,81.61,0.99,0.99,0.99,0.0,173.43,1,2023-01-02 18:20:00
111,1,2,18:30,4.37,-4.34,32.34,40.42,101.33,0.99,0.99,0.99,0.0,225.84,1,2023-01-02 18:30:00
112,1,2,18:40,3.28,2.88,32.1,40.22,82.38,0.99,0.99,0.99,0.0,149.08,1,2023-01-02 18:40:00
113,1,2,18:50,3.88,2.65,32.06,40.09,95.69,0.99,0.99,0.99,0.0,181.18,1,2023-01-02 18:50:00
114,1,2,19:00,3.04,3.01,31.84,39.96,93.24,0.99,0.99,0.99,0.0,121.01,1,2023-01-02 19:00:00
115,1,2,19:10,3.78,-2.02,31.85,39.91,93.95,0.99,0.99,0.99,0.0,164.86,1,2023-01-02 19:10:00
116,1,2,19:20,4.05,5.1,31.9,39.86,89.75,0.99,0.99,0.99,0.0,205.14,1,2023-01-02 19:20:00
117,1,2,19:30,4.4,-0.93,31.75,39.75,94.76,0.99,0.99,0.99,0.0,240.6,1,2023-01-02 19:30:00
118,1,2,19:40,3.65,1.95,31.53,39.51,96.54,0.99,0.99,0.99,0.0,163.27,1,2023-01-02 19:40:00
119,1,2,19:50,3.59,-1.91,31.34,39.4,97.56,0.99,0.99,0.99,0.0,145.8,1,2023-01-02 19:50:00
120,1,2,20:00,3.11,1.46,31.19,39.31,101.84,0.99,0.99,0.99,0.0,114.33,1,2023-01-02 20:00:00
121,1,2,20:10,2.77,-4.28,31.04,39.35,104.53,0.99,0.99,0.99,0.0,81.1,1,2023-01-02 20:10:00
122,1,2,20:20,3.16,-0.08,30.94,39.18,97.07,0.99,0.99,0.99,0.0,100.15,1,2023-01-02 20:20:00
123,1,2,20:30,2.32,0.44,30.79,39.03,97.07,0.99,0.99,0.99,0.0,52.99,1,2023-01-02 20:30:00
124,1,2,20:40,2.21,-0.03,30.63,39.05,97.07,0.99,0.99,0.99,0.0,48.95,1,2023-01-02 20:40:00
125,1,2,20:50,2.21,-0.03,30.63,39.05,97.07,0.99,0.99,0.99,0.0,48.95,0,2023-01-02 20:50:00
126,1,2,21:00,1.36,-2.7,31.16,41.08,84.49,1.9,1.9,1.9,0.0,0.0,1,2023-01-02 21:00:00
127,1,2,21:10,3.72,-13.52,31.62,41.72,77.5,1.73,1.73,1.73,0.15,21.09,1,2023-01-02 21:10:00
128,1,2,21:20,5.07,-3.99,31.19,40.74,69.88,0.99,0.99,0.99,0.15,275.76,1,2023-01-02 21:20:00
129,1,2,21:30,7.87,-2.82,30.26,39.36,48.71,1.0,1.0,1.0,0.15,826.09,1,2023-01-02 21:30:00
130,1,2,21:40,9.69,-1.32,29.83,39.02,33.01,1.0,1.0,1.0,0.15,1299.46,1,2023-01-02 21:40:00
131,1,2,21:50,10.98,-1.41,29.53,39.06,30.34,1.03,1.03,1.03,0.15,1513.79,1,2023-01-02 21:50:00
132,1,2,22:00,10.63,-3.06,29.35,39.12,28.61,1.01,1.01,1.01,0.15,1463.25,1,2023-01-02 22:00:00
133,1,2,22:10,10.22,-2.88,29.12,39.4,16.9,1.0,1.0,1.0,0.15,1433.66,1,2023-01-02 22:10:00
134,1,2,22:20,9.84,-2.47,28.89,39.71,12.06,1.0,1.0,1.0,0.15,1357.32,1,2023-01-02 22:20:00
135,1,2,22:30,11.0,1.14,28.68,39.94,7.46,1.03,1.03,1.03,0.15,1524.53,1,2023-01-02 22:30:00
136,1,2,22:40,10.89,0.06,28.47,40.09,7.45,1.02,1.02,1.02,0.15,1518.35,1,2023-01-02 22:40:00
137,1,2,22:50,11.58,1.53,28.26,40.14,10.8,1.05,1.05,1.05,0.15,1549.98,1,2023-01-02 22:50:00
138,1,2,23:00,11.49,-4.98,28.04,40.09,15.04,1.04,1.04,1.04,0.15,1545.09,1,2023-01-02 23:00:00
139,1,2,23:10,10.82,-1.22,27.77,40.18,7.52,1.01,1.01,1.01,0.15,1516.64,1,2023-01-02 23:10:00
140,1,2,23:20,11.37,1.52,27.55,40.22,7.49,1.04,1.04,1.04,0.15,1543.12,1,2023-01-02 23:20:00
141,1,2,23:30,11.98,1.55,27.37,40.29,7.44,1.07,1.07,1.07,0.15,1549.74,1,2023-01-02 23:30:00
142,1,2,23:40,11.8,0.19,27.17,40.25,7.42,1.06,1.06,1.06,0.15,1549.64,1,2023-01-02 23:40:00
143,1,2,23:50,11.76,-1.88,26.97,40.23,7.42,1.06,1.06,1.06,0.15,1549.35,1,2023-01-02 23:50:00
144,2,2,00:00,10.74,3.59,21.58,34.79,-33.39,5.55,5.55,5.55,61.17,1233.33,1,2023-01-02 00:00:00
145,2,2,00:10,7.1,7.87,21.37,34.76,-28.38,1.11,1.11,1.11,35.68,686.29,1,2023-01-02 00:10:00
146,2,2,00:20,7.54,-7.97,21.02,34.63,-21.23,0.03,0.03,0.03,52.82,577.39,1,2023-01-02 00:20:00
147,2,2,00:30,5.39,0.58,20.79,33.78,-30.84,0.04,0.04,0.04,48.28,319.62,1,2023-01-02 00:30:00
148,2,2,00:40,4.53,2.11,20.62,33.58,-19.47,0.04,0.04,0.04,24.12,219.21,1,2023-01-02 00:40:00
149,2,2,00:50,4.26,8.37,20.35,33.36,4.98,11.17,11.17,11.17,17.98,126.58,1,2023-01-02 00:50:00
150,2,2,01:00,3.73,-6.64,20.14,33.29,17.67,0.5,0.5,0.51,6.29,109.62,1,2023-01-02 01:00:00
151,2,2,01:10,5.28,-0.02,20.01,32.52,20.13,0.03,0.03,0.03,28.31,266.0,1,2023-01-02 01:10:00
152,2,2,01:20,5.82,6.54,19.9,31.92,21.86,0.03,0.03,0.03,56.59,383.92,1,2023-01-02 01:20:00
153,2,2,01:30,5.55,-4.2,19.86,31.81,25.39,0.23,0.23,0.23,56.59,283.22,1,2023-01-02 01:30:00
154,2,2,01:40,4.79,-2.19,19.74,31.36,23.5,0.04,0.04,0.04,2.44,204.98,1,2023-01-02 01:40:00
155,2,2,01:50,4.88,3.65,19.56,31.13,21.1,0.4,0.4,0.4,13.26,219.02,1,2023-01-02 01:50:00
156,2,2,02:00,4.92,3.87,19.3,30.8,30.41,0.99,0.99,0.99,13.26,228.33,1,2023-01-02 02:00:00
157,2,2,02:10,3.64,-3.17,19.07,30.71,25.6,0.02,0.02,0.02,13.26,110.31,1,2023-01-02 02:10:00
158,2,2,02:20,4.66,1.0,18.92,30.35,25.35,0.03,0.03,0.03,9.02,211.23,1,2023-01-02 02:20:00
159,2,2,02:30,5.5,-1.19,18.77,30.2,25.35,0.02,0.02,0.02,9.02,299.7,1,2023-01-02 02:30:00
160,2,2,02:40,5.43,-2.08,18.59,29.76,25.35,0.02,0.02,0.02,9.02,293.53,1,2023-01-02 02:40:00
161,2,2,02:50,5.84,-3.8,18.44,29.66,25.35,0.02,0.02,0.02,9.02,346.57,1,2023-01-02 02:50:00
162,2,2,03:00,5.82,0.28,18.25,29.35,25.35,0.03,0.03,0.03,9.02,379.27,1,2023-01-02 03:00:00
163,2,2,03:10,5.65,0.82,18.06,29.25,31.96,0.04,0.04,0.04,9.02,300.83,1,2023-01-02 03:10:00
164,2,2,03:20,5.75,6.32,17.87,28.87,25.35,0.03,0.03,0.03,9.02,324.93,1,2023-01-02 03:20:00
165,2,2,03:30,5.83,6.1,17.62,28.48,37.69,0.03,0.03,0.03,9.02,350.16,1,2023-01-02 03:30:00
166,2,2,03:40,5.1,2.97,17.39,28.3,58.08,0.03,0.03,0.03,9.02,216.07,1,2023-01-02 03:40:00
167,2,2,03:50,9.1,-7.93,17.3,28.61,46.7,0.04,0.03,0.03,55.33,842.42,1,2023-01-02 03:50:00
168,2,2,04:00,9.87,-2.58,17.29,28.61,37.73,0.04,0.04,0.03,55.33,1164.33,1,2023-01-02 04:00:00
169,2,2,04:10,9.09,0.2,17.23,29.04,37.73,0.04,0.04,0.03,9.7,1006.38,1,2023-01-02 04:10:00
170,2,2,04:20,6.82,1.61,17.16,29.43,37.73,0.04,0.04,0.03,132.0,521.07,1,2023-01-02 04:20:00
171,2,2,04:30,5.62,-0.05,16.98,28.7,37.73,0.04,0.04,0.03,101.13,311.39,1,2023-01-02 04:30:00
172,2,2,04:40,7.55,-4.1,16.81,29.06,37.73,0.04,0.04,0.03,47.58,579.07,1,2023-01-02 04:40:00
173,2,2,04:50,8.16,-4.95,16.7,29.31,37.73,0.04,0.04,0.03,2.64,676.16,1,2023-01-02 04:50:00
174,2,2,05:00,8.11,-8.36,16.6,29.14,37.73,0.04,0.04,0.03,84.61,615.3,1,2023-01-02 05:00:00
175,2,2,05:10,9.2,-5.8,16.51,28.73,37.73,0.04,0.04,0.03,84.61,921.92,1,2023-01-02 05:10:00
176,2,2,05:20,9.81,-8.85,16.43,28.52,37.73,0.04,0.04,0.03,141.79,985.22,1,2023-01-02 05:20:00
177,2,2,05:30,8.81,-8.98,16.34,28.33,34.94,0.04,0.04,0.03,141.79,788.5,1,2023-01-02 05:30:00
178,2,2,05:40,7.38,-0.95,16.27,28.3,25.49,0.04,0.04,0.03,59.3,627.68,1,2023-01-02 05:40:00
179,2,2,05:50,9.11,1.25,16.2,28.93,25.49,0.04,0.04,0.03,59.3,1142.27,1,2023-01-02 05:50:00
180,2,2,06:00,9.55,5.16,16.18,29.18,25.49,0.04,0.04,0.03,59.3,1238.42,1,2023-01-02 06:00:00
181,2,2,06:10,8.51,5.09,16.08,29.49,25.49,0.04,0.04,0.03,59.3,1010.23,1,2023-01-02 06:10:00
182,2,2,06:20,8.21,4.04,15.97,29.72,32.3,0.04,0.04,0.03,89.75,849.76,1,2023-01-02 06:20:00
183,2,2,06:30,7.36,-4.19,15.9,29.74,37.76,0.04,0.04,0.03,117.38,576.2,1,2023-01-02 06:30:00
184,2,2,06:40,7.58,-6.64,15.81,29.53,37.76,0.04,0.04,0.03,115.74,572.4,1,2023-01-02 06:40:00
185,2,2,06:50,7.0,-7.0,15.79,28.9,33.94,0.04,0.04,0.03,58.09,460.76,1,2023-01-02 06:50:00
186,2,2,07:00,7.66,-6.43,15.7,28.82,25.49,0.04,0.04,0.03,154.4,599.0,1,2023-01-02 07:00:00
187,2,2,07:10,7.02,-5.88,15.7,28.49,25.49,0.04,0.04,0.03,89.56,490.24,1,2023-01-02 07:10:00
188,2,2,07:20,7.64,-5.03,15.61,28.63,25.49,0.04,0.04,0.03,56.13,573.31,1,2023-01-02 07:20:00
189,2,2,07:30,7.25,-8.82,15.6,28.22,25.49,0.04,0.04,0.03,90.65,480.45,1,2023-01-02 07:30:00
190,2,2,07:40,7.56,-5.07,15.66,28.12,25.49,0.04,0.04,0.03,157.03,589.52,1,2023-01-02 07:40:00
191,2,2,07:50,7.44,-2.2,15.78,28.31,25.49,0.04,0.04,0.03,157.03,593.28,1,2023-01-02 07:50:00
192,2,2,08:00,6.52,-3.31,15.8,28.14,25.49,0.04,0.04,0.03,56.34,429.92,1,2023-01-02 08:00:00
193,2,2,08:10,6.2,-0.59,15.8,28.05,25.49,0.04,0.04,0.03,49.2,421.08,1,2023-01-02 08:10:00
194,2,2,08:20,6.65,-1.89,15.8,28.18,25.49,0.04,0.04,0.03,77.21,500.64,1,2023-01-02 08:20:00
195,2,2,08:30,6.25,-5.27,15.8,28.02,25.49,0.04,0.04,0.03,51.39,398.82,1,2023-01-02 08:30:00
196,2,2,08:40,5.92,-4.37,15.8,27.58,25.49,0.04,0.04,0.03,26.67,352.81,1,2023-01-02 08:40:00
197,2,2,08:50,6.11,-1.9,15.87,27.9,25.49,0.04,0.04,0.03,26.67,429.9,1,2023-01-02 08:50:00
198,2,2,09:00,7.07,1.2,16.01,28.16,25.49,0.04,0.04,0.03,26.67,645.36,1,2023-01-02 09:00:00
199,2,2,09:10,7.1,-2.25,16.19,28.8,25.49,0.04,0.04,0.03,56.25,672.76,1,2023-01-02 09:10:00
200,2,2,09:20,6.42,3.75,16.46,28.92,25.49,0.04,0.04,0.03,56.25,524.16,1,2023-01-02 09:20:00
201,2,2,09:30,5.81,6.18,16.76,29.0,25.49,0.04,0.04,0.03,25.03,440.82,1,2023-01-02 09:30:00
202,2,2,09:40,6.69,3.68,17.12,29.52,29.5,0.04,0.04,0.03,25.03,599.98,1,2023-01-02 09:40:00
203,2,2,09:50,6.76,-0.3,17.51,29.92,37.76,0.04,0.04,0.03,25.03,587.96,1,2023-01-02 09:50:00
204,2,2,10:00,7.13,0.8,17.92,30.17,46.32,0.04,0.04,0.03,25.03,617.24,1,2023-01-02 10:00:00
205,2,2,10:10,6.96,-8.88,18.39,30.43,48.81,0.04,0.04,0.03,25.03,498.28,1,2023-01-02 10:10:00
206,2,2,10:20,6.72,0.4,18.77,30.57,37.76,0.04,0.04,0.03,25.03,584.81,1,2023-01-02 10:20:00
207,2,2,10:30,6.53,3.3,19.16,30.99,37.76,0.04,0.04,0.03,25.03,544.77,1,2023-01-02 10:30:00
208,2,2,10:40,6.69,5.82,19.47,31.28,37.76,0.04,0.04,0.03,25.03,590.0,1,2023-01-02 10:40:00
209,2,2,10:50,5.92,-0.17,19.84,31.41,31.62,0.04,0.04,0.03,25.03,354.68,1,2023-01-02 10:50:00
